"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"489";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia sp./Agave americana/Aloe vera/Mesembryanthemum cordifolium/Atriplex semibaccata/Carpobrotus sp./Euphorbia sp./Lantana camara/Lonicera japonica/Morus sp./Myoporum sp./Opuntia ficus-indica/Opuntia sp./Pittosporum tobira/Washingtonia sp./Yucca sp./Zygophyllum fabago/Carpobrotus acinaciformis/Kalanchoe sp./Malephora crocea";0;0;0;0
"490";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Agave americana/Senecio angulatus/Opuntia ficus-indica/Austrocylindropuntia subulata/Austrocylindropuntia cylindrica/Bryophyllum houghtonii/Eucalyptus sp./Aloe maculata/Yucca sp./Aloe vera";0;0;0;0
"565";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Conyza";"Conyza sp.";0;0;0;0
"572";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Callistemon";"Callistemon sp.";0;0;0;0
"574";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Chrysemys picta/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys reevesii/Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Alburnus alburnus/Callinectes sapidus/Carassius auratus/Corbicula fluminea/Cyprinus carpio/Esox lucius/Gambusia holbrooki/Lepomis gibbosus/Micropterus salmoides/Procambarus clarkii";0;0;0;0
"609";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Piosella";"Pilosella officinarum";0;0;0;0
"619";"Animalia";"Arthropoda";"Insecta";"Culicidae";"Culex";"Culex sp.";0;0;0;0
"638";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Hieracium/Cirsium";"Hieracium sp./Cirsium sp.";0;0;0;0
"647";"Animalia";"Chordata";"Actinopterygii";"Cichlidae";"Coptodon";"Coptodon zillii";0;0;0;0
"730";"Animalia";"Arthropoda";"Insecta";"Diprionidae";"Neodiprion";"Neodiprion abietis";0;0;0;0
"742";"Animalia";"Arthropoda";"Insecta";"Pentatomidae";"Leptoglossus";"Leptoglossus occidentalis";0;0;0;0
"743";"Animalia";"Arthropoda";"Insecta";"Agromyzidae";"Amauromyza";"Amauromyza maculosa";0;0;0;0
"746";"Fungi";"Basidiomycota";"Exobasidiomycetes";"Tilletiaceae";"Tilletia";"Tilletia controversa";0;0;0;0
"749";"Animalia";"Arthropoda";"Arachnida";"Tetranychidae";"Eutetranychus";"Eutetranychus orientalis";0;0;0;0
"750";"Bacteria";"Proteobacteria";"Proteobacteria ß subdivision";"Ralstoniaceae";"Ralstonia";"Ralstonia solanacearum";0;0;0;0
"753";"Animalia";"Arthropoda";"Insecta";"Chrysomelidae";"Zabrotes";"Zabrotes subfasciatus";0;0;0;0
"797";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Artocarpus";"Artocarpus heterophyllus";0;0;0;0
"809";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum/Ambrosia";"Heracleum sosnowskyi/Ambrosia ambrosiifolia";0;0;0;0
"812";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum";"Heracleum persicum";0;0;0;0
"813";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Lysichiton";"Lysichiton americanus";0;0;0;0
"814";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae";"Persicaria";"Persicaria perfoliata";0;0;0;0
"816";"Animalia";"Chordata";"Aves";"Threskiornithidae";"Threskiornis";"Branta canadensis/Oxyura jamaicensis/Threskiornis aethiopicus";0;0;0;0
"817";"Animalia";"Chordata";"Mammalia";"Procyonidae";"Nasua";"Nasua nasua";0;0;0;0
"818";"Animalia";"Chordata";"Mammalia";"Sciuridae";"Sciurus";"Sciurus niger";0;0;0;0
"823";"Animalia";"Arthropoda";"Malacostraca";"Cambaridae";"Procambarus";"Procambarus acutus/Procambarus zonangulus";0;0;0;0
"923";"Animalia";"Arthropoda";"Malacostraca";"Portunidae";"Portunus";"Portunus pelagicus";0;0;0;0
"953";"Animalia";"Arthropoda";"Insecta";"Pseudococcidae";"Aleurodicus";"Aleurodicus rugioperculatus";0;0;0;0
"963";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Cortaderia/Carpobrotus";"Cortaderia selloana/Carpobrotus spp.";0;0;0;0
"965";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cortaderia";"Cortaderia spp.";0;0;0;0
"978";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Fabaceae/Asparagaceae/Poaceae/Aizoaceae/Poaceae/Verbenaceae/Caprifoliaceae/Pittosporaceae/Anacardiaceae/Myrtaceae/Cactaceae/Asphodelaceae/Scrophulariaceae/Didiereaceae/Crassulaceae/Rosaceae/Arecaceae";"Acacia/Aeonium/Agave/Aloe/Arundo/Carpobrotus/Cenchrus/Cortaderia/Cotoneaster/Cylindropuntia/Dimorphoteca/Eucalyptus/Lantana/Lonicera/Malephora/Myoporum/Nicotiana/Opuntia/Parkinsonia/Pittosporum/Portulacaria/Schinus/Washingtonia/Yucca";"Agave americana/Cylindropuntia sp./Carpobrotus sp./Cortaderia selloana/Opuntia ficus-indica /Opuntia aff. stricta/Cenchrus setaceus/Acacia sp./Aeonium sp./Aloe maculata/Arundo donax/Cotoneaster sp./Dimorphoteca sp./Eucalyptus sp/Lantana camara/Lonicera japonica/Malephora crocea/Myoporum tenuifolium/Nicotiana glauca/Parkinsonia aculeata/Pittosporum tobira/Portulacaria afra/Schinus molle/Washingtonia sp./Yucca sp.";0;0;0;0
"999";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Asparagaceae/Simaroubaceae/Cactaceae/Poaceae/Fabaceae/Asphodelaceae/Myrtaceae/Solanaceae/Asteraceae";"Agave/Ailanthus/Cylindropuntia/Opuntia/Cenchrus/Robinia/Acacia/Aloe/Arundo/Cercis/Eucalyptus/Nicotiana/Senecio/Yucca";"Agave americana/Ailanthus altissima/Cylindropuntia sp./Opuntia ficus-indica/Cenchrus setaceus/Robinia pseudoaccia/Acacia sp./Aloe maculata/Arundo donax/Cercis siliquatrum/Eucalyptus sp./Nicotiana glauca/Opuntia microdasys/Senecio angulatus/Yucca sp.";0;0;0;0
"1053";"Animalia";"Arthropoda";"Malacostraca";"Mysidae";"Mysis";"Mysis relicta";0;0;0;0
"3";"Animalia";"Chordata";"Mammalia";"Leporidae";"Oryctolagus";"Oryctolagus cuniculus";NA;NA;78;191
"4";"Animalia";"Chordata";"Mammalia";"Suidae";"Sus";"Sus scrofa";NA;NA;112;264
"11";"Animalia";"Chordata";"Mammalia";"Myocastoridae";"Myocastor";"Myocastor coypus";NA;NA;67;237
"20";"Animalia";"Chordata";"Mammalia";"Phalangeridae";"Trichosurus";"Trichosurus vulpecula";NA;NA;21;34
"21";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus norvegicus";NA;NA;28;34
"22";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans";NA;NA;8;8
"26";"Animalia";"Chordata";"Mammalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;62;120
"30";"Animalia";"Chordata";"Mammalia";"Muridae";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;20;33
"31";"Animalia";"Chordata";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;12;45
"37";"Animalia";"Chordata";"Mammalia";"Mustelidae";"Neovison";"Neovison vison";NA;NA;109;168
"49";"Animalia";"Chordata";"Mammalia";"Bovidae";"Bubalus";"Bubalus bubalis";NA;NA;2;2
"53";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans/Rattus tanezumi";NA;NA;1;1
"84";"Animalia";"Chordata";"Mammalia";"Herpestidae";"Herpestes";"Herpestes javanicus";NA;NA;42;73
"89";"Animalia";"Arthropoda";"Arachnida";"Varroidae";"Varroa";"Varroa destructor";NA;NA;10;38
"90";"Animalia";"Nematoda";"Secernentea";"Aphelenchidae";"Bursaphelenchus";"Bursaphelenchus mucronatus";NA;NA;28;227
"100";"Animalia";"Chordata";"Amphibia";"Ranidae";"Lithobates";"Lithobates catesbeianus";NA;NA;26;42
"102";"Animalia";"Chordata";"Reptilia";"Colubridae";"Boiga";"Boiga irregularis";NA;NA;42;61
"105";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;486;877
"129";"Animalia";"Arthropoda";"Insecta";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;47;135
"135";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;43;163
"140";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Solenopsis";"Solenopsis invicta";NA;NA;56;244
"145";"Animalia";"Arthropoda";"Insecta";"Cerambycidae";"Anoplophora";"Anoplophora glabripennis";NA;NA;26;126
"147";"Animalia";"Arthropoda";"Insecta";"Gelechiidae";"Tuta";"Tuta absoluta";NA;NA;22;38
"187";"Animalia";"Arthropoda";"Insecta";"Pentatomidae";"Halyomorpha";"Halyomorpha halys";NA;NA;5;5
"214";"Animalia";"Arthropoda";"Insecta";"Pseudococcidae";"Phenacoccus";"Phenacoccus solenopsis";NA;NA;9;12
"230";"Animalia";"Arthropoda";"Insecta";"Apidae/Curculionidae/Erebidae/Tephritidae";"Apis/Lymantria/Ceratitis/Ips";"Apis mellifera/Lymantria dispar/Ceratitis capitata/Ips typographus";NA;NA;1;1
"261";"Animalia";"Arthropoda";"Insecta";"Vespidae";"Vespula";"Vespula germanica";NA;NA;8;8
"263";"Animalia";"Arthropoda";"Insecta";"Curculionidae";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;3;5
"265";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae";"Dreissena";"Dreissena polymorpha";NA;NA;105;165
"273";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae";"Dreissena";"Dreissena polymorpha/Dreissena bugensis";NA;NA;21;93
"274";"Plantae";"Tracheophyta";"Polypodiopsida";"Salviniaceae";"Azolla";"Azolla filiculoides";NA;NA;61;98
"275";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Crassula";"Crassula helmsii";NA;NA;19;24
"289";"Plantae";"Tracheophyta";"Liliopsida";"Pontederiaceae";"Eichhornia";"Eichhornia crassipes";NA;NA;156;289
"296";"Animalia";"Ctenophora";"Tentaculata";"Bolinopsidae";"Mnemiopsis";"Mnemiopsis leidyi";NA;NA;2;2
"317";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;417;1060
"319";"Plantae";"Tracheophyta";"Magnoliopsida";"Tamaricaceae";"Tamarix";"Tamarix spp.";NA;NA;33;74
"320";"Viruses";NA;NA;"Potyviridae";"Tritimovirus";"Tritimovirus sp.";NA;NA;1;1
"326";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus spp.";NA;NA;7;71
"327";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Chromolaena";"Chromolaena odorata";NA;NA;26;109
"346";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia saligna";NA;NA;38;187
"351";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae/Lythraceae/Orobanchaceae";"Melaleuca/Lythrum/Striga";"Melaleuca sp./Lythrum salicaria/Striga sp.";NA;NA;1;1
"352";"Animalia";"Arthropoda";"Insecta";"Apidae/Erebidae/Curculionidae/Tephritidae";"Apis/Lymantria/Anthonomus/Ceratitis/Ips";"Apis mellifera/Lymantria sp./Lymantria monacha/Anthonomus grandis/Ceratitis capitata/Ips typographus";NA;NA;1;1
"353";"Fungi";"Basidiomycota/Ascomycota";"Agaricomycetes/Leotiomycetes/Urediniomycetes";"Bondarzewiaceae/Hyaloscyphaceae";"Heterobasidion/Lachnellula/Phakopsoraceae";"Heterobasidion annosum/Lachnellula chrysophthalma/Phakopsora spp.";NA;NA;1;1
"354";"Animalia/Riboviria";"Nematoda/unknown";"Secernentea/Others";"Aphelenchidae/Picornaviridae";"Bursaphelenchus/Unspecified";"Bursaphelenchus mucronatus/Unspecified";NA;NA;1;1
"377";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Bromus";"Bromus tectorum";NA;NA;10;14
"380";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Mimosa";"Mimosa pigra";NA;NA;11;11
"407";"Animalia";"Arthropoda";"Insecta";"Culicidae";"Aedes";"Aedes aegypti";NA;NA;167;583
"464";"Animalia";"Arthropoda";"Insecta";"Dryophthoridae";"Rhynchophorus";"Rhynchophorus ferrugineus";NA;NA;12;26
"604";"Animalia";"Chordata";"Mammalia";"Castoridae";"Castor";"Castor canadensis";NA;NA;19;21
"605";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus ulmifolius/Rubus constrictus";NA;NA;4;4
"606";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Ulex";"Ulex europaeus";NA;NA;12;13
"610";"Animalia";"Chordata";"Actinopterygii";"Clariidae";"Clarias";"Clarias gariepinus";NA;NA;1;9
"611";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Dichrostachys";"Dichrostachys cinerea";NA;NA;1;1
"652";"Animalia";"Chordata";"Mammalia";"Sciuridae";"Callosciurus";"Callosciurus erythraeus";NA;NA;24;46
"705";"Fungi";"Basidiomycota";"Pucciniomycetes";"Sphaerophragmiaceae";"Austropuccinia";"Austropuccinia psidii";NA;NA;2;2
"715";"Viruses";"Cressdnaviricota";"Arfiviricetes";"Nanoviridae";"Babuvirus";"Banana bunchy top virus";NA;NA;6;6
"725";"Animalia";"Arthropoda";"Insecta";"Noctuidae";"Spodoptera";"Spodoptera frugiperda";NA;NA;10;10
"893";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Carduus";"Carduus nutan";NA;NA;4;14
"897";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Cytisus";"Cytisus scoparius";NA;NA;24;24
"901";"Plantae";"Tracheophyta";"Magnoliopsida";"Rubiaceae";"Cinchona";"Cinchona pubescens";NA;NA;6;34
"907";"Fungi";"Ascomycota";"Dothideomycetes";"Mycosphaerellaceae";"Mycosphaerella";"Mycosphaerella fijiensis";NA;NA;3;5
"918";"Plantae";"Tracheophyta";"Magnoliopsida";"Mimosaceae";"Prosopis";"Prosopis juliflora";NA;NA;3;3
"1032";"Animalia";"Chordata";"Ascidiacea";"Cionidae";"Ciona";"Ciona intestinalis";NA;NA;2;2
"1047";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Prosopis";"Prosopis juliflora";NA;NA;1;1
"1052";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadaceae";"Xanthomonas";"Xanthomonas axonopodis pv. citri";NA;NA;3;3
"1054";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia paradoxa";NA;NA;5;5
"1064";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadaceae";"Xanthomonas";"Xanthomonas axonopodis";NA;NA;3;16
"1083";"Animalia";"Chordata";"Actinopterygii";"Cyprinidae";"Mylopharyngodon";"Mylopharyngodon piceu";NA;NA;1;1
"1104";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum elaeagnifolium";NA;NA;1;1
"1105";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Helianthus";"Helianthus ciliaris";NA;NA;1;1
"1106";"Plantae";"Tracheophyta";"Magnoliopsida";"Convolvulaceae";"Ipomoea";"Ipomoea hederacea";NA;NA;1;1
"1107";"Plantae";"Tracheophyta";"Magnoliopsida";"Convolvulaceae";"Ipomoea";"Ipomoea lacunosa";NA;NA;1;1
"1108";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Iva";"Iva axillaris";NA;NA;1;1
"1109";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum carolinense";NA;NA;1;1
"1110";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Bidens";"Bidens pilosa";NA;NA;1;1
